Name,Games,Rank
Pete Donohue,137,
Sandy Koufax,137,
Al Mays,137,
Doc McJames,137,
Allie Reynolds,137,
Schoolboy Rowe,137,
Rip Sewell,137,
Ted Lewis,136,268
Don Newcombe,136,
Ed Siever,136,
Bump Hadley,135,271
Ned Garvin,134,272
Ray Kremer,134,
Jim Bagby,133,274
Orval Overall,133,
Ken Raffensberger,133,
Larry Cheney,132,277
Ed Daily,132,
Tom Lovett,132,
Frank Mountain,132,
Camilo Pascual,132,
John Harkins,131,282
Johnny Vander Meer,131,
Henry Gruber,129,284
Otto Hess,129,
Milt Pappas,129,
Steve Rogers,129,
Nick Altrock,128,288
Mort Cooper,128,
Bob Smith,128,
Phenomenal Smith,128,
Tommy Thomas,128,
Jim Devlin,127,293
Milt Gaston,127,
Ken Holtzman,127,
Jerry Reuss,127,
Elden Auker,126,297
Russ Ford,126,
Vern Kennedy,126,
Frank Lary,126,
Harry Brecheen,125,301
Patsy Flaherty,125,
Bill Hoffer,125,
Carl Lundgren,125,
Virgil Trucks,124,305
Sid Hudson,123,306
Van Mungo,123,
Jim Scott,123,
Elmer Smith,123,
Jeff Tesreau,123,
Larry Benton,122,311
Dennis Martinez,122,
Hal Carlson,121,313
Hank Gastright,121,
Joe Wood,121,
Dave McNally,120,316
Bill Phillips,120,
Irv Young,120,
Vern Law,119,319
Frank Owen,119,
Roy Patterson,119,
Roger Clemens,118,322
Bob Rush,118,
Kaiser Wilhelm,118,
Pete Conway,117,325
Mike Torrez,117,
Willie McGill,116,327
Howie Pollet,116,
George Earnshaw,115,329
Jack Harper,115,
Pat Malone,115,
Jack Scott,115,
George Suggs,115,
Wilbur Wood,114,334
John Ewing,113,335
Cinders O'Brien,113,
Fritz Ostermueller,113,
Mel Parnell,113,
Charlie Sweeney,113,
Fernando Valenzuela,113,
Lady Baldwin,112,341
Joe Dobson,112,
Jay Hughes,112,
Bob Buhl,111,344
Mike Garcia,111,
Jock Menefee,111,
Tiny Bonham,110,347
Ray Fisher,110,
Larry McKeon,110,
Johnny Allen,109,350
Spud Chandler,109,
Greg Maddux,109,
Jim Perry,109,
Si Johnson,108,354
Fred Glade,107,355
Charlie Hough,107,
Larry Jansen,107,
Cy Morgan,107,
Joe Niekro,107,
Babe Ruth,107,
Lefty Stewart,107,
Happy Townsend,107,
George Blaeholder,106,363
Buster Brown,106,
Larry Dierker,106,
Vic Raschi,106,
George Derby,105,367
Vean Gregg,105,
Johnny Lush,105,
Denny McLain,105,
George McQuillan,105,
Jack Warhop,105,
Carl Weilman,105,
Ed Beatin,104,374
Max Butcher,104,
Jesse Duryea,104,
Cy Seymour,104,
Jack Dunn,103,378
Dennis Leonard,103,
Sam McDowell,103,
Joe Shaute,103,
Dave Stieb,103,
Vic Aldridge,102,383
Johnny Antonelli,102,
Ray Benge,102,
Rick Reuschel,102,
Doc Scanlan,102,
Allen Sothoron,102,
Dick Donovan,101,389
Jean Dubuc,101,
Mike Flanagan,101,
Sam Gray,101,
Preacher Roe,101,
Dennis Eckersley,100,394
Denny Galehouse,100,
Jim Hughey,100,
Randy Johnson,100,
Al Atkinson,99,398
Frank Corridon,99,
Harvey Haddix,99,
Tex Hughson,99,
Alex Kellner,99,
Doc Newton,99,
Jerry Nops,99,
Joe Oeschger,99,
Mike Sullivan,99,
Doyle Alexander,98,407
Mike Caldwell,98,
Kirby Higbe,98,
Andy Messersmith,98,
Kid Madden,97,411
Jon Matlack,97,
Bob Wicker,97,
Whit Wyatt,97,
Dave Davenport,96,415
Harry Gumbert,96,
Harry McCormick,96,
Jim Shaw,96,
Phil Douglas,95,419
Ron Guidry,95,
Joe Lake,95,
Hugh McQuillan,95,
Vic Sorrell,95,
Sloppy Thurston,95,
Hank Borowy,94,425
Joe Coleman,94,
Monte Pearson,94,
Bill Singer,94,
Fred Beebe,93,429
Sal Maglie,93,
Erskine Mayer,93,
Willie Mitchell,93,
Pol Perritt,93,
George Pipgras,93,
Pat Ragan,93,
George Bell,92,436
Bill Dietrich,92,
Pete Dowling,92,
Steve Gromek,92,
Bill Hill,92,
Bob Porterfield,92,
Bob Purkey,92,
Tex Carleton,91,443
Watty Clark,91,
Mickey Haefner,91,
Max Lanier,91,
Mike McCormick,91,
Flint Rhem,91,
Eddie Smith,91,
Ray Collins,90,450
Doc Crandall,90,
Mal Eason,90,
Art Fromme,90,
Bill Hallahan,90,
Jim Lonborg,90,
Johnny Morrison,90,
Fritz Peterson,90,
Tom Seaton,90,
Elam Vangilder,90,
Mudcat Grant,89,460
Slim Harriss,89,
Nels Potter,89,
Jack Cronin,88,463
Jack Kramer,88,
Chris Short,88,
Paul Splittorff,88,
Andy Coakley,87,467
Dick Ellsworth,87,
Rudy May,87,
Charlie Smith,87,
Burt Hooton,86,471
Firpo Marberry,86,
Gene Packard,86,
Lew Richie,86,
Johnny Schmitz,86,
Billy Serad,86,
Jim Slaton,86,
Bob Emslie,85,478
Rick Langford,85,
Ray Sadecki,85,
Jim Bagby,84,481
Buttons Briggs,84,
John Coleman,84,
Rip Collins,84,
Al Demaree,84,
Pete Schneider,84,
Leon Cadore,83,487
Dean Chance,83,
Harry Coveleski,83,
Dave Goltz,83,
Bruce Hurst,83,
Oscar Jones,83,
Vive Lindaman,83,
Scott McGregor,83,
Joe Nuxhall,83,
Curt Schilling,83,
Billy Taylor,83,
Bill Walker,83,
Zeke Wilson,83,
Syl Johnson,82,500
Elmer Knetzer,82,
Phil Marchildon,82,
Guy Morton,82,
Sheriff Blake,81,504
Fred Frankhouse,81,
Fred Hutchinson,81,
Ed Karger,81,
Mark Langston,81,
Chappie McFarland,81,
Johnny Niggeling,81,
Reb Russell,81,
Ray Culp,80,512
Oral Hildebrand,80,
Lefty Williams,80,
Ross Grimsley,79,515
Mike Moore,79,
Gary Peters,79,
Juan Pizarro,79,
Ed Summers,79,
Herm Wehmeier,79,
Geoff Zahn,79,
Cy Barger,78,522
Al Hollingsworth,78,
Art Houtteman,78,
Bob Knepper,78,
Al Mamaux,78,
Bill Monbouquette,78,
Elmer Myers,78,
Bobby Shantz,78,
Elmer Stricklett,78,
Bill Swift,78,
Bob Turley,78,
Bob Veale,78,
Don Wilson,78,
Lloyd Brown,77,535
Dad Clarke,77,
Dixie Davis,77,
Johnny Podres,77,
Dave Roberts,77,
Gus Dorner,76,540
Sam Jones,76,
Jesse Petty,76,
J.R. Richard,76,
Bret Saberhagen,76,
Jack Sanford,76,
Bill Sweeney,76,
Joe Benz,75,547
Cy Blanton,75,
Tom Brewer,75,
Ben Cantwell,75,
Dick Fowler,75,
Billy Hoeft,75,
Jack Pfiester,75,
Al Smith,75,
Ralph Terry,75,
Jim Wilson,75,
Jack Billingham,74,557
Joe Bowman,74,
Jim Clancy,74,
Dan Daub,74,
Pat Dobson,74,
Dave Koslo,74,
Jim Maloney,74,
Roscoe Miller,74,
The Only Nolan,74,
Frank Viola,74,
Bill Voiselle,74,
Stan Bahnsen,73,568
Vern Bickford,73,
Ted Blankenship,73,
Al Downing,73,
Les German,73,
Randy Jones,73,
Pat Luby,73,
Pedro Ramos,73,
Frank Sullivan,73,
Milt Wilcox,73,
Joe Yeager,73,
Kevin Brown,72,579
Don Cardwell,72,
Denny Driscoll,72,
Bill Hands,72,
Nat Hudson,72,
Bill Lee,72,
Mario Soto,72,
Rick Sutcliffe,72,
Tom Vickery,72,
Mike Witt,72,
Gary Bell,71,589
Ralph Branca,71,
Ownie Carroll,71,
Dock Ellis,71,
Carl Erskine,71,
Joe Genewich,71,
Larry Gura,71,
Tony Kaufmann,71,
Doc Medich,71,
Fred Mitchell,71,
Jack Russell,71,
Bill Bailey,70,600
Ken Forsch,70,
Luke Hamlin,70,
Walt Masterson,70,
Jakie May,70,
Ewell Blackwell,69,605
Gene Conley,69,
Fred Klobedanz,69,
Bill Magee,69,
Johnny Marcum,69,
Tom Parrott,69,
Scott Perry,69,
Rick Rhoden,69,
Lary Sorensen,69,
Jim Turner,69,
Earl Wilson,69,
Joaquin Andujar,68,616
Tom Candiotti,68,
Woodie Fryman,68,
Dwight Gooden,68,
Ray Herbert,68,
Orel Hershiser,68,
Bill James,68,
George Keefe,68,
John Kirby,68,
Frank Miller,68,
Mike O'Neill,68,
Red Barrett,67,627
Dave Ferriss,67,
Bob Forsch,67,
Roy Halladay,67,
Bob Muncrief,67,
Rollie Naylor,67,
Sonny Siebert,67,
Clyde Wright,67,
Hank Wyse,67,
Orval Grove,66,636
Harry Harper,66,
Ken Heintzelman,66,
Ray Kolp,66,
Denny Lemaster,66,
Johnny Rigney,66,
Jim Rooker,66,
Bob Weiland,66,
Bill Wight,66,
Tommy Byrne,65,645
Elmer Jacobs,65,
Jimmy Lavender,65,
Cliff Melton,65,
Russ Meyer,65,
Earl Moseley,65,
Buck Ross,65,
Chuck Stobbs,65,
George Van Haltren,65,
Jim Barr,64,654
Nelson Briles,64,
Phil Collins,64,
Paul Minner,64,
Marty Pattin,64,
Hub Perdue,64,
Socks Seibold,64,
Mike Boddicker,63,661
Dad Clarkson,63,
Tony Cloninger,63,
Ed Figueroa,63,
Chuck Finley,63,
Paul Foytack,63,
Ruben Gomez,63,
Jim Hearn,63,
Mickey Hughes,63,
Joey Jay,63,
Hugh Mulcahy,63,
Billy O'Dell,63,
Roger Wolff,63,
Fred Anderson,62,674
Floyd Bannister,62,
Erv Brame,62,
Clint Brown,62,
George Caster,62,
Ken Chase,62,
Billy Crowell,62,
Nick Cullop,62,
John Denny,62,
Dick Drago,62,
Jimmy Dygert,62,
Alex Ferguson,62,
Jack Fisher,62,
Weldon Henley,62,
Jack Knott,62,
Jack McDowell,62,
Lew Moren,62,
Ferdie Schupp,62,
Bert Gallia,61,692
Jack Harshman,61,
Al Javery,61,
Vinegar Bend Mizell,61,
Ed Poole,61,
Dick Ruthven,61,
Cannonball Titcomb,61,
Bob Welch,61,
Frank Allen,60,700
Jim Colborn,60,
Joe Coleman,60,
Rube Foster,60,
Heinie Meine,60,
Jack Neagle,60,
Tricky Nichols,60,
Charlie Robertson,60,
Steve Barber,59,708
Bernie Boland,59,
Fred Corey,59,
Dana Fillingim,59,
Joe Horlen,59,
Bert Inks,59,
Big Jeff Pfeffer,59,
Ray Scarborough,59,
Bill Stemmyer,59,
Doc Ayers,58,717
Virgil Barnes,58,
Al Benton,58,
Sugar Cain,58,
Roger Craig,58,
Danny Friend,58,
George McConnell,58,
Jake Miller,58,
Jim O'Toole,58,
Bugs Raymond,58,
Gerry Staley,58,
Hugh Bedient,57,728
Fred Blanding,57,
Steve Blass,57,
Joe Boehling,57,
Reggie Cleveland,57,
Roy Evans,57,
Cal McLish,57,
Mike Mussina,57,
Jim Pastorius,57,
Harley Payne,57,
Steve Renko,57,
Elmer Riddle,57,
Monte Weaver,57,
Jim Bibby,56,741
David Cone,56,
Norwood Gibson,56,
Tom Glavine,56,
Moose Haas,56,
Steve Hargan,56,
Fred Heimach,56,
Ellis Kinder,56,
Gus Krock,56,
Jim Merritt,56,
Bill Mountjoy,56,
Fred Norman,56,
George Pechiney,56,
Al Schulz,56,
Ernie Shore,56,
Walt Terrell,56,
Richard Dotson,55,757
Tom Hughes,55,
Mike Morrison,55,
Don Mossi,55,
Roy Parmelee,55,
Ron Reed,55,
Bill Reidy,55,
Bob Shaw,55,
Bill Sowders,55,
Dave Stewart,55,
Jack Sutthoff,55,
John Candelaria,54,768
Atley Donald,54,
Jack Fifield,54,
Bill Gullickson,54,
Al Jackson,54,
Dickie Kerr,54,
Mickey McDermott,54,
Red Munger,54,
Allen Russell,54,
David Wells,54,
Ed Wells,54,
Snake Wiltse,54,
Huck Betts,53,780
Steve Busby,53,
Danny Darwin,53,
Doug Drabek,53,
Joe Haynes,53,
Beany Jacobson,53,
Matt Keough,53,
Mike Lynch,53,
Al Mattern,53,
Lev Shreve,53,
John Smoltz,53,
Al Spalding,53,
Max Surkont,53,
Mule Watson,53,
Bert Abbey,52,794
Ernie Broglio,52,
Joe Corbett,52,
Hod Eller,52,
Cowboy Jones,52,
Charlie Leibrandt,52,
Mike Norris,52,
Dan Petry,52,
Blondie Purcell,52,
George Smith,52,
John Tener,52,
John Whitehead,52,
George Baumgardner,51,806
Ken Brett,51,
Jumbo Elliott,51,
Scott Erickson,51,
Lou Fette,51,
Joe Hatten,51,
Watty Lee,51,
John Malarkey,51,
Connie Marrero,51,
Carl Morton,51,
Willard Nixon,51,
Fleury Sullivan,51,
Nate Andrews,50,818
Ted Gray,50,
Livan Hernandez,50,
Ed Heusser,50,
Teddy Higuera,50,
Bill Hubbell,50,
Ken Johnson,50,
Ray Keating,50,
Gene Krapp,50,
Mike Mattimore,50,
Stubby Overmire,50,
John Tudor,50,
Jack Wilson,50,
Chuck Dobson,49,831
Benny Frey,49,
Charley Hall,49,
Bill Hawke,49,
Johnny Humphries,49,
Percy Jones,49,
Glenn Liebhardt,49,
Al Milnar,49,
Jake Thielman,49,
Steve Toole,49,
Harry Gaspar,48,841
LaMarr Hoyt,48,
Monte Kennedy,48,
Bob Klinger,48,
Horace Lisenbee,48,
Mike Prendergast,48,
Marius Russo,48,
Spec Shea,48,
John Sowders,48,
Wild Bill Widner,48,
Al Brazle,47,851
Hal Brown,47,
Dick Burns,47,
Ray Burris,47,
Dick Coffman,47,
King Cole,47,
Cecil Ferguson,47,
Randy Gumpert,47,
Warren Hacker,47,
Carmen Hill,47,
Rick Honeycutt,47,
Ed Lafitte,47,
Bill Lohrman,47,
Nick Maddox,47,
Roy Mitchell,47,
Gordon Rhodes,47,
Harry Salisbury,47,
Carl Scheib,47,
Herb Score,47,
Steve Sundra,47,
Rick Waits,47,
Bobby Witt,47,
Bill Bevens,46,873
Russ Christopher,46,
Jesse Flores,46,
Frank Gilmore,46,
Whitey Glazner,46,
Dolly Gray,46,
Lum Harris,46,
Art Mahaffey,46,
Pedro Martinez,46,
Mike Morgan,46,
Terry Mulholland,46,
Arlie Pond,46,
Bill Stoneman,46,
Nick Strincevich,46,
Jim Sullivan,46,
Tom Sullivan,46,
Bill Travers,46,
Barney Wolfe,46,
Lou Brissie,45,891
Bill Burns,45,
Charlie Chech,45,
Glen Hobbie,45,
Bert Humphries,45,
Hank Johnson,45,
Jack Kralick,45,
Roy Mahaffey,45,
Steve McCatty,45,
Gary Nolan,45,
Bill Posedel,45,
Mike Scott,45,
Lil Stoner,45,
Park Swartzel,45,
Hank Aguirre,44,905
Boom-Boom Beck,44,
John Buzhardt,44,
Jim Conway,44,
Johnny Cooney,44,
Paul Dean,44,
Jimmy DeShong,44,
Jack Easton,44,
Don Gullett,44,
Danny Jackson,44,
Bill James,44,
Chief Johnson,44,
Ron Kline,44,
Don Larsen,44,
Jack Rowan,44,
Ivy Andrews,43,920
Oil Can Boyd,43,
Dave Danforth,43,
Wayne Garland,43,
Dan Griner,43,
Bill Hogg,43,
Ken Holloway,43,
Oscar Judd,43,
Harry Kelley,43,
Rick Mahler,43,
Stoney McGlynn,43,
Ed Morris,43,
Saul Rogovin,43,
Scott Sanderson,43,
Steve Stone,43,
Emil Yde,43,
Tim Belcher,42,936
Heinie Berger,42,
Johnny Broaca,42,
Boardwalk Brown,42,
Will Calihan,42,
George Cobb,42,
John Curtis,42,
Eric Erickson,42,
Howie Fox,42,
Kevin Gross,42,
Mark Gubicza,42,
Mickey Harris,42,
Pat Jarvis,42,
Sam Kimber,42,
Clay Kirby,42,
Brooks Lawrence,42,
Billy Loes,42,
Vic Lombardi,42,
Ed Scott,42,
Stan Williams,42,
Art Ditmar,41,956
Monk Dubiel,41,
Turk Farrell,41,
George Kahler,41,
Vic Keen,41,
Mike Krukow,41,
Lynn McGlothen,41,
Bob Ojeda,41,
Shane Rawley,41,
Mike Smithson,41,
Ed Bagley,40,966
Ad Brennan,40,
Candy Cummings,40,
Walt Dickson,40,
Bobby Mitchell,40,
Blue Moon Odom,40,
Manny Salvo,40,
Bill Steele,40,
Greg Swindell,40,
Walter Thornton,40,
Dixie Walker,40,
Pop Williams,40,
Jack Bentley,39,978
Chris Bosio,39,
George Brunet,39,
Britt Burns,39,
Dick Conway,39,
Cliff Curtis,39,
Curry Foley,39,
Harry Krause,39,
Ed Murphy,39,
Jack Wadsworth,39,
Bartolo Colon,38,988
John Fox,38,
Red Oldham,38,
CC Sabathia,38,
Les Sweetland,38,
Pete Vuckovich,38,
Jim Weaver,38,
Glenn Abbott,37,995
Don Black,37,
Dave Boswell,37,
Cliff Chambers,37,
Ron Darling,37,
George Davies,37,1000
Jim Gardner,37,
Chief Hogsett,37,
Bert Husting,37,
Johnny Klippstein,37,
Ed Knouff,37,
Doc Landis,37,
Ramon Martinez,37,
Doug McWeeny,37,
Brad Radke,37,
Crazy Schmit,37,
Bobby Wallace,37,
Highball Wilson,37,
Bill Wise,37,
