Name,Strikeouts,Rank
High Pockets Kelly,694,815
Otis Nixon,694,816
Gregory Polanco,694,817
Ted Simmons,694,818
Orlando Arcia,693,819
Cito Gaston,693,820
Enos Cabell,691,821
Welington Castillo,691,822
Ramón Laureano,690,823
Jake Lamb,689,824
Hideki Matsui,689,825
Trot Nixon,689,826
Alex Bregman,688,827
Jerry Mumphrey,688,828
Gary Redus,688,829
David Bell,687,830
Wes Helms,687,831
Dave Hollins,687,832
David Segui,687,833
Kolten Wong,687,834
Yunel Escobar,686,835
John Jaha,686,836
Jason Kendall,686,837
Chuck Hinton,685,838
Vern Stephens,685,839
Dick Schofield,684,840
Geovany Soto,684,841
Shannon Stewart,684,842
Maury Wills,684,843
Ryan Raburn,683,844
Sam Chapman,682,845
Nick Ahmed,681,846
Ron Oester,681,847
Yasiel Puig,681,848
Ty Cobb,680,849
Garrett Jones,680,850
Leon Durham,679,851
Adam Eaton,679,852
Rogers Hornsby,679,853
Mark Teahen,679,854
Don Zimmer,678,855
Dave Duncan,677,856
Steve Henderson,677,857
Tyler O'Neill,677,858
Johnny Roseboro,677,859
Chad Curtis,676,860
Austin Hedges,676,861
Trevor Plouffe,676,862
Martin Prado,676,863
Roy Howell,675,864
Davey Johnson,675,865
Willie Randolph,675,866
Del Unser,675,867
Jim Davenport,673,868
Rick Reichardt,672,869
Glenn Wilson,672,870
Jake Marisnick,671,871
John Shelby,671,872
Erick Aybar,670,873
Gordon Beckham,670,874
Jedd Gyorko,670,875
Jeff Heath,670,876
Bill Melton,669,877
Kevin Bass,668,878
Don Mincher,668,879
Mike Morse,668,880
Geoff Blum,667,881
Bill Russell,667,882
Bill North,665,883
Robinson Chirinos,664,884
Willie Crawford,664,885
Ivan DeJesus,664,886
Alfredo Griffin,664,887
Rico Carty,663,888
Craig Counsell,663,889
Pedro Feliz,663,890
Jim Gentile,663,891
Odúbel Herrera,663,892
Max Alvis,662,893
Bruce Bochte,662,894
Jonathan Lucroy,662,895
Luke Scott,662,896
Gregor Blanco,661,897
Josh Harrison,661,898
Orlando Merced,661,899
Troy O'Leary,661,900
Dave Collins,660,901
Tom Goodwin,660,902
Harrison Bader,659,903
Al Cowens,659,904
Dode Paskert,659,905
Michael Brantley,658,906
Don Demeter,658,907
Dickie Thon,658,908
Walt Weiss,658,909
J.P. Crawford,657,910
Lee Lacy,657,911
Dale Sveum,656,912
Leon Wagner,656,913
Rico Brogna,655,914
Dustin Pedroia,654,915
Tucker Barnhart,653,916
Bud Harrelson,653,917
Luis Salazar,653,918
Earl Torgeson,653,919
Trent Grisham,652,920
James Loney,652,921
Nick Punto,651,922
Danny Valencia,651,923
Alexei Ramirez,650,924
Travis Shaw,650,925
Tony Womack,649,926
Yonder Alonso,648,927
Willie Kirkland,648,928
Ron Swoboda,647,929
Bill Virdon,647,930
Bob Skinner,646,931
Mike Epstein,645,932
Tony Oliva,645,933
Matt Adams,643,934
Ron Hansen,643,935
Christian Vázquez,643,936
Craig Wilson,643,937
Mark Grace,642,938
Dan Pasqua,642,939
Willie Upshaw,642,940
Glenn Hubbard,640,941
Nate McLouth,639,942
Jerry Priddy,639,943
Rod Barajas,638,944
Hank Bauer,638,945
Angel Pagan,638,946
Wilson Ramos,638,947
Wilmer Flores,637,948
Leonys Martin,637,949
Joe Oliver,637,950
Bill Almon,636,951
Gus Bell,636,952
Leroy Stanton,636,953
Gus Triandos,636,954
Mike Devereaux,635,955
Johnny Edwards,635,956
Jim Northrup,635,957
Franmil Reyes,635,958
Milt Thompson,635,959
George McQuinn,634,960
Jay Johnstone,632,961
Scott Podsednik,630,962
Tony Conigliaro,629,963
Dick Bartell,627,964
Frankie Hayes,627,965
Lee Mazzilli,627,966
Pete Runnels,627,967
Lourdes Gurriel Jr.,626,968
Jack Howell,626,969
Alex Johnson,626,970
Xavier Nady,626,971
Franklin Stubbs,626,972
Shane Victorino,626,973
Dan Gladden,625,974
Luis Alicea,624,975
Kelly Shoppach,624,976
Gil McDougald,623,977
Stephen Piscotty,623,978
Jesús Aguilar,622,979
Gene Alley,622,980
Alan Ashby,622,981
Alejandro De Aza,622,982
Ryan Doumit,621,983
Hunter Dozier,621,984
Rafael Ramirez,621,985
Craig Paquette,620,986
Fernando Tatis Jr.,620,987
Bob Meusel,619,988
Cliff Pennington,619,989
Jack Wilson,619,990
Dee Strange-Gordon,618,991
Edgardo Alfonzo,617,992
Jace Peterson,617,993
Kevin Seitzer,617,994
Eric Thames,617,995
Rich Becker,616,996
Ollie Brown,616,997
Mike Heath,616,998
Chris Hoiles,616,999
Rick Manning,616,1000
