Name,Percent,Raw,Rank
Eddie Joost,14.8,14.7521,730
Todd Helton,14.8,14.7576,731
Dickie Thon,14.8,14.7898,732
Wally Backman,14.8,14.792,733
Wes Parker,14.8,14.7943,734
Willie Wilson,14.8,14.7976,735
Brandon Phillips,14.8,14.8008,736
Nick Markakis,14.8,14.8157,737
Leon Wagner,14.8,14.8215,738
Bob Nieman,14.8,14.832,739
Joe DeMaestri,14.9,14.8503,740
Aubrey Huff,14.9,14.8591,741
John Mayberry,14.9,14.8706,742
Hank Sauer,14.9,14.8874,743
Steve Kemp,14.9,14.9088,744
Chet Lemon,14.9,14.9097,745
Ron Hansen,14.9,14.9153,746
Joe Mauer,14.9,14.9206,747
Bill Nicholson,14.9,14.9297,748
Ed Kirkpatrick,14.9,14.9409,749
Merv Rettenmund,15.0,14.9511,750
Bob Skinner,15.0,14.9606,751
Hack Wilson,15.0,14.979,752
Marquis Grissom,15.0,14.9849,753
Hector Lopez,15.0,14.9871,754
Jean Segura,15.0,14.9927,755
Rick Miller,15.0,14.9987,756
Aaron Hill,15.0,15.0018,757
Alcides Escobar,15.0,15.0261,758
Ryne Sandberg,15.0,15.0268,759
Tino Martinez,15.0,15.033,760
Rich Aurilia,15.0,15.0498,761
Tom Haller,15.1,15.0699,762
Ed Charles,15.1,15.0775,763
Alan Ashby,15.1,15.0861,764
Jim Ray Hart,15.1,15.1467,765
Adam Frazier,15.2,15.169,766
Andre Dawson,15.2,15.201,767
Jim Davenport,15.2,15.2022,768
Lee Mazzilli,15.2,15.2037,769
Jacoby Ellsbury,15.2,15.2084,770
Aramis Ramirez,15.2,15.2163,771
Dale Long,15.2,15.2318,772
Scott Spiezio,15.2,15.2347,773
John Flaherty,15.2,15.2432,774
Brian Roberts,15.3,15.2594,775
Willie Upshaw,15.3,15.2748,776
Buck Martinez,15.3,15.2752,777
Frank Robinson,15.3,15.3108,778
Von Hayes,15.3,15.3172,779
Dave Winfield,15.3,15.3231,780
Adam Kennedy,15.3,15.3298,781
Mookie Betts,15.4,15.3646,782
Ivan Rodriguez,15.4,15.367,783
Bernie Williams,15.4,15.4022,784
Ruben Sierra,15.4,15.4028,785
Dave Martinez,15.4,15.4098,786
Wilmer Flores,15.4,15.4312,787
Jim Morrison,15.4,15.437,788
Julio Franco,15.5,15.4547,789
Rickey Henderson,15.5,15.4548,790
Hideki Matsui,15.5,15.511,791
Elvis Andrus,15.5,15.5172,792
Bill White,15.5,15.5224,793
Gene Freese,15.5,15.5252,794
Jim Hegan,15.5,15.549,795
Rance Mulliniks,15.6,15.5506,796
Doug DeCinces,15.6,15.5621,797
John McDonald,15.6,15.5711,798
Pedro Feliz,15.6,15.5853,799
Darin Erstad,15.6,15.5876,800
Gregg Zaun,15.6,15.5919,801
Michael Young,15.6,15.5974,802
Angel Pagan,15.6,15.6219,803
Dal Maxvill,15.6,15.6259,804
Barry Bonds,15.6,15.6291,805
Adrián Beltré,15.6,15.6487,806
Tom Brookens,15.7,15.6533,807
Mark Ellis,15.7,15.6537,808
Joe Rudi,15.7,15.6587,809
Mickey Morandini,15.7,15.6648,810
Vinny Castilla,15.7,15.6699,811
Chipper Jones,15.7,15.6834,812
Bill Skowron,15.7,15.6842,813
Rick Dempsey,15.7,15.6863,814
Darrell Evans,15.7,15.7138,815
Luis Alicea,15.7,15.7139,816
Didi Gregorius,15.7,15.7205,817
Gary Matthews,15.7,15.7409,818
Dick McAuliffe,15.7,15.7478,819
Zoilo Versalles,15.8,15.7557,820
Ronnie Belliard,15.8,15.7978,821
Alex Bregman,15.8,15.8016,822
Gary Roenicke,15.8,15.805,823
Dee Strange-Gordon,15.8,15.8218,824
Jamey Carroll,15.8,15.8268,825
Carlton Fisk,15.8,15.8291,826
Vance Law,15.8,15.8338,827
Babe Ruth,15.8,15.8352,828
Gene Alley,15.8,15.8391,829
Mike Gallego,15.9,15.8649,830
Wayne Gross,15.9,15.872,831
Mark McLemore,15.9,15.8753,832
Ken McMullen,15.9,15.8838,833
Dick Schofield,15.9,15.9107,834
Luis Salazar,15.9,15.9229,835
Paul O'Neill,15.9,15.9333,836
Pedro Guerrero,16.0,15.9866,837
Jonathan Lucroy,16.0,15.9903,838
Jim Sundberg,16.0,15.994,839
Johnny Callison,16.0,15.9952,840
Joe Adcock,16.0,16.0309,841
Carl Crawford,16.0,16.0331,842
Brent Mayne,16.0,16.0487,843
Roy Smalley,16.1,16.0509,844
David DeJesus,16.1,16.0536,845
John Cangelosi,16.1,16.0679,846
Andre Thornton,16.1,16.0839,847
Jose Offerman,16.1,16.0887,848
Gabe Kapler,16.1,16.0912,849
Joel Youngblood,16.1,16.0973,850
Wayne Garrett,16.1,16.1035,851
Mike Piazza,16.1,16.1048,852
Clete Boyer,16.1,16.1073,853
Brian McRae,16.1,16.1126,854
Rich Gedman,16.1,16.1127,855
Ed Bailey,16.1,16.1128,856
Fred Lynn,16.1,16.1155,857
Jimmie Foxx,16.1,16.1175,858
Craig Biggio,16.1,16.1181,859
Nolan Arenado,16.1,16.1203,860
Scott Podsednik,16.1,16.129,861
Ricky Gutierrez,16.1,16.1344,862
Tim Wallach,16.1,16.1378,863
Dioner Navarro,16.2,16.1522,864
Ron Oester,16.2,16.1604,865
Gil Hodges,16.2,16.1735,866
Willie McGee,16.2,16.1851,867
Glenn Wilson,16.2,16.1889,868
Bobby Higginson,16.2,16.2118,869
Ray Durham,16.2,16.2122,870
Hank Greenberg,16.3,16.2526,871
Larry Herndon,16.3,16.26,872
Norm Cash,16.3,16.2714,873
Gus Triandos,16.3,16.2785,874
Chris Gomez,16.3,16.2902,875
Brian Jordan,16.3,16.3178,876
Randy Winn,16.3,16.3272,877
Tony Bernazard,16.4,16.3784,878
Randy Hundley,16.4,16.4149,879
Albert Belle,16.4,16.4189,880
Tom Tresh,16.4,16.4197,881
Lonnie Smith,16.4,16.4217,882
Pablo Sandoval,16.4,16.4244,883
Dave Parker,16.4,16.4245,884
Derek Jeter,16.4,16.4359,885
Billy Butler,16.5,16.4545,886
Cleon Jones,16.5,16.4673,887
Brad Ausmus,16.5,16.4676,888
Joe Carter,16.5,16.4688,889
Glenn Davis,16.5,16.4829,890
Troy O'Leary,16.5,16.4838,891
Ron Santo,16.5,16.4927,892
Orlando Merced,16.5,16.5333,893
J.J. Hardy,16.5,16.5375,894
Josh Harrison,16.5,16.5415,895
Paul Konerko,16.6,16.5733,896
Randy Bush,16.6,16.5846,897
David Murphy,16.6,16.5849,898
Will Clark,16.6,16.59,899
Don Mincher,16.6,16.5922,900
Brian Schneider,16.6,16.6193,901
Stan Javier,16.6,16.6237,902
Edgar Martinez,16.7,16.6644,903
Rafael Belliard,16.7,16.6884,904
Johnny Bench,16.7,16.6884,905
Robin Ventura,16.7,16.6903,906
Bobby Bonilla,16.7,16.6921,907
Norm Siebern,16.7,16.6927,908
Lou Brock,16.7,16.7441,909
Ken Henderson,16.8,16.7582,910
Jeff Conine,16.8,16.7888,911
Charlie Maxwell,16.8,16.7951,912
Jim Fregosi,16.8,16.8174,913
Geoff Blum,16.8,16.818,914
Denis Menke,16.8,16.8211,915
Hubie Brooks,16.8,16.8229,916
Chad Curtis,16.8,16.8285,917
Bill Melton,16.8,16.8471,918
Shawon Dunston,16.9,16.8719,919
Milt Thompson,16.9,16.8838,920
Todd Zeile,16.9,16.8889,921
Dante Bichette,16.9,16.8939,922
Brook Jacoby,16.9,16.9027,923
Ben Zobrist,16.9,16.9048,924
Mitch Webster,16.9,16.9055,925
Ollie Brown,16.9,16.9138,926
Leo Cardenas,16.9,16.9226,927
Kirt Manwaring,16.9,16.9349,928
Bobby Wine,17.0,16.9609,929
Pat Borders,17.0,16.9714,930
Mike Devereaux,17.0,16.9786,931
DJ LeMahieu,17.0,16.9892,932
Mookie Wilson,17.0,17.0004,933
Frank Thomas,17.0,17.0387,934
Damion Easley,17.0,17.0496,935
Bill North,17.1,17.0513,936
Dick Schofield,17.1,17.0613,937
Tim Teufel,17.1,17.063,938
Tom Paciorek,17.1,17.0832,939
Willie Bloomquist,17.1,17.0875,940
Orlando Hudson,17.1,17.0984,941
John Lowenstein,17.1,17.1461,942
Tom Goodwin,17.2,17.1607,943
Terry Kennedy,17.2,17.1721,944
Rico Petrocelli,17.2,17.18,945
Carlos Guillen,17.2,17.2052,946
Mike Jorgensen,17.2,17.2172,947
Tommy Harper,17.2,17.2276,948
Ron Cey,17.2,17.2438,949
Chuck Hinton,17.3,17.2631,950
Rondell White,17.3,17.2671,951
Duke Snider,17.3,17.2741,952
Tony Batista,17.3,17.2942,953
Jim Rice,17.3,17.3009,954
Gary Ward,17.3,17.303,955
Whit Merrifield,17.3,17.3232,956
Gerald Williams,17.3,17.3259,957
Ken Singleton,17.3,17.332,958
Justin Morneau,17.3,17.3364,959
Dan Ford,17.3,17.3433,960
Brian Hunter,17.4,17.3588,961
Brian McCann,17.4,17.3727,962
Kevin Mitchell,17.4,17.3924,963
Chase Utley,17.4,17.3983,964
Thomas Howard,17.4,17.3983,965
Alex Rios,17.4,17.4015,966
Eddie Mathews,17.4,17.4183,967
Bernard Gilkey,17.4,17.4341,968
Charlie Hayes,17.4,17.4458,969
Terry Steinbach,17.5,17.4707,970
Melvin Mora,17.6,17.5765,971
Justin Turner,17.6,17.6481,972
Johnnie LeMaster,17.7,17.6747,973
Richie Zisk,17.7,17.6905,974
Chone Figgins,17.7,17.6984,975
Pat Kelly,17.7,17.704,976
Greg Myers,17.7,17.7186,977
Omar Moreno,17.7,17.7284,978
Vince Coleman,17.8,17.758,979
David Justice,17.8,17.76,980
Roy Howell,17.8,17.8053,981
Ketel Marte,17.8,17.815,982
Larry Walker,17.8,17.8225,983
Daryl Boston,17.8,17.8395,984
Kevin Millar,17.9,17.8754,985
Jim Landis,17.9,17.8871,986
Gary Gaetti,17.9,17.8974,987
Anthony Rendon,17.9,17.908,988
Jeff Kent,17.9,17.9101,989
Josh Reddick,17.9,17.9446,990
Jason Thompson,18.0,17.9509,991
Dolph Camilli,18.0,17.9526,992
Juan Castro,18.0,17.9673,993
Roberto Kelly,18.0,17.9696,994
Scott Brosius,18.0,17.9738,995
Wil Cordero,18.0,17.9773,996
Abraham Nunez,18.0,17.9807,997
John Kruk,18.0,17.9882,998
Jeff Reboulet,18.0,17.9901,999
Willie Horton,18.0,17.9912,1000
