Name,Games,Rank
Gus Weyhing,538,360
Mike Mussina,537,361
Bobby Shantz,537,362
Justin Verlander,537,363
Rube Marquard,536,364
Carl Hubbell,535,365
Rudy May,535,366
Luis Ayala,534,367
Grant Balfour,534,368
Randy Moffitt,534,369
Red Ames,533,370
Danys Baez,533,371
Mark Wohlers,533,372
Tom Zachary,533,373
Jesse Crain,532,374
Ryan Franklin,532,375
Brad Brach,531,376
John Clarkson,531,377
Andy Pettitte,531,378
Camilo Pascual,529,379
Jason Christiansen,528,380
Bob Gibson,528,381
Bump Hadley,528,382
Old Hoss Radbourn,528,383
Bill Henry,527,384
Mike Flanagan,526,385
Joe Nuxhall,526,386
Mel Rojas,525,387
Chuck Finley,524,388
Don Robinson,524,389
Dave Stewart,523,390
Kelvin Herrera,522,391
Ken Forsch,521,392
Dizzy Trout,521,393
Milt Pappas,520,394
Gary Bell,519,395
Dick Drago,519,396
Danny Graves,519,397
Livan Hernandez,519,398
Carlos Marmol,519,399
Mark Buehrle,518,400
Don Drysdale,518,401
Dale Murray,518,402
Wilbur Cooper,517,403
Shigetoshi Hasegawa,517,404
Virgil Trucks,517,405
Joe Boever,516,406
Frank Linzy,516,407
Yusmeiro Petit,515,408
Frank DiPino,514,409
Ron Mahay,514,410
Bill Sherdel,514,411
Freddie Fitzsimmons,513,412
Clem Labine,513,413
George Uhle,513,414
Vic Willis,513,415
Jay Powell,512,416
Dave Burba,511,417
Felix Heredia,511,418
Orel Hershiser,510,419
Steve Farr,509,420
Michael Gonzalez,509,421
Mike Trombley,509,422
Harry Gumbert,508,423
Tommy Hunter,508,424
Blake Treinen,507,425
Brad Boxberger,506,426
John Grabow,506,427
Marc Rzepczynski,506,428
Bob Welch,506,429
Rick Wise,506,430
Billy Hoeft,505,431
Turk Lown,504,432
Dan Schatzeder,504,433
Alejandro Pena,503,434
Vida Blue,502,435
Eddie Cicotte,502,436
Chris Short,501,437
Catfish Hunter,500,438
Eddie Rommel,500,439
Peter Moylan,499,440
Edward Mujica,499,441
Tim Burke,498,442
Whitey Ford,498,443
Bob Forsch,498,444
Brandon League,498,445
Steve Howe,497,446
Ian Kennedy,497,447
Salomon Torres,497,448
Eric O'Flaherty,496,449
Fernando Salas,496,450
Jim Slaton,496,451
Jack Aker,495,452
Bobby Bolin,495,453
Dick Hall,495,454
Hunter Strickland,495,455
Mike Torrez,494,456
Joe Hoerner,493,457
Shawn Kelley,493,458
Gene Nelson,493,459
Si Johnson,492,460
Jim McCormick,492,461
Willis Hudlin,491,462
Jeff Parrett,491,463
Scot Shields,491,464
Ron Taylor,491,465
Juan Berenguer,490,466
Liam Hendriks,490,467
Carl Mays,490,468
Lee Meadows,490,469
Bullet Joe Bush,489,470
Hal Newhouser,488,471
Juan Pizarro,488,472
Bob Shawkey,488,473
Edwin Díaz,487,474
George Mullin,487,475
Kevin Brown,486,476
Joe Kelly,485,477
Tim Stoddard,485,478
Joe Coleman,484,479
Brian Duensing,484,480
Pedro Feliciano,484,481
Ellis Kinder,484,482
Mike Magnante,484,483
Mike McCormick,484,484
Tom Niedenfuer,484,485
Neal Cotts,483,486
Brandon Kintzler,483,487
Vern Law,483,488
Will Ohman,483,489
Babe Adams,482,490
Tim Hudson,482,491
Stan Williams,482,492
Cody Allen,481,493
Mordecai Brown,481,494
Mark Clear,481,495
Ron Davis,481,496
Ray Burris,480,497
Burt Hooton,480,498
Tim Byrdak,479,499
Billy O'Dell,479,500
Adam Wainwright,478,501
Aaron Heilman,477,502
Carlos Villanueva,477,503
Jack Billingham,476,504
Pedro Martinez,476,505
Chan Ho Park,476,506
Slim Sallee,476,507
Paul Shuey,476,508
Mike Caldwell,475,509
Marty Pattin,475,510
Kevin Gross,474,511
Jim Mecir,474,512
Alan Mills,474,513
Jim Clancy,472,514
Dick Coffman,472,515
Mike Maddux,472,516
Scott Sanderson,472,517
Scott Sauerbeck,472,518
Gabe White,472,519
Esteban Yan,472,520
Carlos Estévez,471,521
Juan Marichal,471,522
Jimmy Key,470,523
Drew Storen,470,524
Kevin Jepsen,469,525
Matt Lindstrom,469,526
Shane Rawley,469,527
Bruce Ruffin,469,528
Mike Williams,468,529
Jim Acker,467,530
Matt Barnes,467,531
Max Scherzer,467,532
Brian Shouse,467,533
Steve Barber,466,534
Danny MacFayden,465,535
Joe McGinnity,465,536
Wandy Peralta,465,537
Addison Reed,465,538
Aaron Fultz,464,539
Sean Doolittle,463,540
Xavier Hernandez,463,541
Amos Rusie,463,542
Bill Lee,462,543
David Riske,462,544
Duane Ward,462,545
Todd Coffey,461,546
Joe Sambito,461,547
Bob Lemon,460,548
Don Mossi,460,549
Ed Roebuck,460,550
Chief Bender,459,551
Aurelio Lopez,459,552
Chuck Stobbs,459,553
Luis Avilán,458,554
T.J. McFarland,458,555
Jack Baldschun,457,556
Bob Buhl,457,557
Mark Langston,457,558
Kyle Lohse,457,559
Rick Sutcliffe,457,560
Chad Durbin,456,561
Al Benton,455,562
Larry Benton,455,563
Jim Barr,454,564
Jeff Robinson,454,565
Clyde Shoun,454,566
Mike Cuellar,453,567
Bill Doak,453,568
Clark Griffith,453,569
Harvey Haddix,453,570
Greg McMichael,453,571
Mike Munoz,453,572
Fernando Valenzuela,453,573
Nelson Briles,452,574
Josh Hader,452,575
Jorge Julio,452,576
Jon Lester,452,577
Ed Whitson,452,578
Greg Cadaret,451,579
Tom Candiotti,451,580
Wayne Granger,451,581
Ken Holtzman,451,582
Kevin Millwood,451,583
Art Nehf,451,584
Steve Renko,451,585
Alex Colomé,450,586
David Cone,450,587
Stan Coveleski,450,588
Don Elston,450,589
Fred Gladding,450,590
Mike Moore,450,591
Javier Vazquez,450,592
Kirby Yates,450,593
Chuck Crim,449,594
Claude Raymond,449,595
Don Aase,448,596
John Lackey,448,597
Jeff Suppan,448,598
Bobby Thigpen,448,599
Hank Aguirre,447,600
José Álvarez,447,601
Blaine Boyer,447,602
Juan Cruz,447,603
Steve Gromek,447,604
Will Harris,447,605
Phil Maton,446,606
Kerry Wood,446,607
John Burkett,445,608
Bill Caudill,445,609
Bob Knepper,445,610
Dave Roberts,445,611
Lon Warneke,445,612
Matt Capps,444,613
Jason Motte,444,614
Claude Passeau,444,615
Juan Rincon,444,616
Hector Rondon,444,617
C.J. Wilson,444,618
Brett Cecil,443,619
Tom Morgan,443,620
Dave Stieb,443,621
Zack Britton,442,622
Storm Davis,442,623
Elmer Dessens,442,624
George Sherrill,442,625
Dazzy Vance,442,626
Al Brazle,441,627
Chris Hammond,441,628
Al Orth,440,629
Emilio Pagán,440,630
Johnny Podres,440,631
Adonis Terry,440,632
Jose Veras,440,633
Clayton Kershaw,439,634
Tom Murphy,439,635
John Curtis,438,636
Rube Benton,437,637
Casey Janssen,436,638
Koji Uehara,436,639
A.J. Burnett,435,640
Yimi García,435,641
Sid Monge,435,642
Bob Smith,435,643
John Wyatt,435,644
Neil Allen,434,645
Clint Brown,434,646
Allie Reynolds,434,647
Bob Shirley,434,648
Chick Fraser,433,649
Jim Konstanty,433,650
Barry Zito,433,651
Doug Bird,432,652
Mike Fornieles,432,653
Floyd Bannister,431,654
Jim Poole,431,655
Ryne Stanek,431,656
Jorge De La Rosa,430,657
Dwight Gooden,430,658
Joe Heving,430,659
Bob Shaw,430,660
Ed Walsh,430,661
Bobby Witt,430,662
Curt Davis,429,663
Pete Richert,429,664
Paul Splittorff,429,665
Reggie Cleveland,428,666
Mike Garcia,428,667
Bucky Walters,428,668
Joe Blanton,427,669
Howard Ehmke,427,670
Dominic Leone,427,671
Edwin Nunez,427,672
Orlando Pena,427,673
Doc White,427,674
Hal Woodeshick,427,675
Michael Wuertz,426,676
Miguel Castro,425,677
Mychal Givens,425,678
Lee Guetterman,425,679
Joe Jiménez,425,680
Jim Lonborg,425,681
Sam McDowell,425,682
Ervin Santana,425,683
Tommy Bridges,424,684
Dave McNally,424,685
Ramon Ramirez,424,686
Woody Williams,424,687
Joe Borowski,423,688
Cole Hamels,423,689
Jesse Barnes,422,690
Tommy Kahnle,422,691
Steve Hamilton,421,692
Frank Viola,421,693
Skip Lockwood,420,694
Tanner Scott,420,695
Steve Trachsel,420,696
Bronson Arroyo,419,697
Antonio Bastardo,419,698
Joe Gibbon,419,699
Felix Hernández,419,700
Al Leiter,419,701
Francisco Liriano,419,702
Willie Blair,418,703
Kirby Higbe,418,704
Burke Badenhop,417,705
Buck Farmer,417,706
Tim Hill,417,707
Bob Rush,417,708
Roy Halladay,416,709
Jim Kern,416,710
Bill Lee,416,711
Al Levine,416,712
Donnie Moore,416,713
Larry Sherry,416,714
Jose DeLeon,415,715
George Frazier,415,716
Mike Hampton,415,717
Mike LaCoss,415,718
Johnny Murphy,415,719
Kevin Appier,414,720
Charlie Buffinton,414,721
Rick Camp,414,722
Joe Dobson,414,723
Pat Dobson,414,724
Jeremy Jeffress,414,725
Bob Wells,414,726
Rick Rhoden,413,727
Ed Vande Berg,413,728
Jim Whitney,413,729
Edwin Jackson,412,730
Don Larsen,412,731
Johnny Sain,412,732
Urban Shocker,412,733
Nick Vincent,412,734
Kelvim Escobar,411,735
Antonio Osuna,411,736
Hansel Robles,411,737
Eddie Watt,411,738
Don Cardwell,410,739
Jakie May,410,740
Earl Hamilton,409,741
Gary Lucas,409,742
Al McBean,409,743
Dave Tomlin,409,744
Mike Adams,408,745
Daniel Bard,408,746
Glen Perkins,408,747
Ken Sanders,408,748
Phil Coke,407,749
Dick Ellsworth,407,750
Ray Herbert,407,751
Mike MacDougal,407,752
James Shields,407,753
Rube Waddell,407,754
Fernando Abad,406,755
Bobby Ayala,406,756
Dean Chance,406,757
Joaquin Andujar,405,758
Al Downing,405,759
Brickyard Kennedy,405,760
Joe Thatcher,405,761
Jay Witasick,405,762
Andy Benes,404,763
Lloyd Brown,404,764
Aaron Sele,404,765
Tony Castillo,403,766
Larry Gura,403,767
Fred Norman,403,768
Howie Pollet,403,769
Bill Swift,403,770
Will White,403,771
Alvin Crowder,402,772
Fred Frankhouse,402,773
Eric Gagne,402,774
Ned Garver,402,775
Scott Barlow,401,776
Tom Griffin,401,777
Jon Lieber,401,778
José Alvarado,400,779
Bruce Chen,400,780
R.A. Dickey,400,781
Jack Fisher,400,782
Charlie Morton,400,783
David Price,400,784
Tom Hughes,399,785
Walt Masterson,399,786
Ed Reulbach,399,787
Steve Rogers,399,788
Bret Saberhagen,399,789
Sonny Siebert,399,790
Bud Black,398,791
Doug Drabek,398,792
Dylan Floro,398,793
Bill Gullickson,398,794
George Mogridge,398,795
Tommy Thomas,398,796
Silver King,397,797
Sandy Koufax,397,798
A.J. Minter,397,799
Brett Tomko,397,800
Bob Veale,397,801
Jim Hearn,396,802
Red Lucas,396,803
Sean Marshall,396,804
Chris Martin,396,805
Ken Raffensberger,396,806
Tim Belcher,394,807
Byung-Hyun Kim,394,808
Charlie Leibrandt,394,809
James Russell,394,810
Milt Wilcox,394,811
Brian Wilson,394,812
Pink Hawley,393,813
Chris Perez,393,814
Pedro Astacio,392,815
Jack Chesbro,392,816
Omar Daal,392,817
Rick Mahler,392,818
Denny Neagle,392,819
Bill Dinneen,391,820
Frank Francisco,391,821
Dan Haren,391,822
Hal Schumacher,391,823
Jerry DiPoto,390,824
Dan Jennings,390,825
Clarence Mitchell,390,826
Fritz Ostermueller,390,827
Mark Petkovsek,390,828
Rip Sewell,390,829
Hippo Vaughn,390,830
Randy Wolf,390,831
Scott Erickson,389,832
Jimmy Ring,389,833
Sam Leever,388,834
Earl Moore,388,835
Jake Peavy,388,836
Jack Sanford,388,837
Jack Stivetts,388,838
Anthony Swarzak,388,839
Junichi Tazawa,388,840
Mace Brown,387,841
Aaron Harang,387,842
Andy Hassler,387,843
Nick Masset,387,844
Vicente Padilla,387,845
Chris Sale,387,846
Brendan Donnelly,386,847
Rich Hill,386,848
Kerry Ligtenberg,386,849
Bob Purkey,386,850
Jim Brosnan,385,851
Joba Chamberlain,385,852
Ken Dayley,385,853
Rob Dibble,385,854
Steve Mingori,385,855
Ted Wilks,385,856
Mark Gubicza,384,857
Al Holland,384,858
Al Reyes,384,859
Ray Kolp,383,860
Michael Lorenzen,383,861
Anthony Bass,382,862
Ron Darling,382,863
Neal Heaton,382,864
Mark Lowe,382,865
Schoolboy Rowe,382,866
Brett Myers,381,867
Dick Radatz,381,868
AJ Ramos,381,869
Sean Burnett,380,870
Sid Hudson,380,871
Bruce Kison,380,872
Kirk McCaskill,380,873
Caleb Thielbar,380,874
Theodore Breitenstein,379,875
Sam Gray,379,876
Joe Haynes,379,877
Bruce Hurst,379,878
Billy Koch,379,879
Tom Underwood,379,880
Ed Brandt,378,881
Bill Donovan,378,882
Brad Radke,378,883
Johnny Antonelli,377,884
Hal Carlson,377,885
Jason Hammel,377,886
Esteban Loaiza,377,887
Jason Marquis,377,888
Tyler Rogers,377,889
George Caster,376,890
Sam Dyson,376,891
Freddy Garcia,376,892
Terry Leach,376,893
Tom Martin,376,894
Jose Rijo,376,895
Dave Schmidt,376,896
Ricky Bones,375,897
Denny Galehouse,375,898
Bill Hutchison,375,899
Ryan Webb,375,900
Dellin Betances,374,901
Rex Brothers,374,902
Wes Ferrell,374,903
Bill Hands,374,904
Thornton Lee,374,905
Tim Mayza,374,906
Chris Stratton,374,907
John Brebbia,373,908
Trevor Rosenthal,373,909
Paul Sewald,373,910
Sherry Smith,373,911
Ryan Tepera,373,912
Deacon Phillippe,372,913
Joe Price,372,914
Todd Stottlemyre,372,915
Aaron Bummer,371,916
Wesley Wright,371,917
Johnny Cueto,370,918
Ed Farmer,370,919
Chad Green,370,920
Larry McWilliams,370,921
Dan Petry,370,922
Jim Corsi,369,923
Mike Krukow,369,924
Matt Moore,369,925
José Quintana,369,926
Pedro Borbon,368,927
Roger Craig,368,928
Red Donahue,368,929
Lefty Gomez,368,930
Ron Guidry,368,931
Luke Jackson,368,932
Chasen Shreve,368,933
Juan Acevedo,367,934
Jared Burton,367,935
Bob Groom,367,936
David Phelps,367,937
Elam Vangilder,367,938
Bill Dietrich,366,939
Johnny Schmitz,366,940
Frank Dwyer,365,941
Jon Garland,365,942
Jerry Johnson,365,943
Ray Moore,365,944
Joe Oeschger,365,945
Roy Oswalt,365,946
Bryn Smith,365,947
Mark Williamson,365,948
Lance Lynn,364,949
Pete Mikkelsen,364,950
Van Mungo,364,951
Juan Nicasio,364,952
Jeff Samardzija,364,953
Aníbal Sánchez,364,954
CeciIio Guante,363,955
Andy McGaffigan,363,956
Matt Strahm,363,957
Pedro Báez,362,958
Red Ehret,362,959
Neftalí Feliz,362,960
Art Fowler,362,961
Ken Giles,362,962
Joel Hanrahan,362,963
T.J. Mathews,362,964
Carlos Torres,362,965
Trevor Cahill,361,966
Joe Horlen,361,967
Jon Matlack,361,968
Jaime Navarro,361,969
John Smiley,361,970
Kevin Tapani,361,971
Herm Wehmeier,361,972
Claude Hendrix,360,973
Jose Leclerc,360,974
Johan Santana,360,975
Joe Shaute,360,976
Zane Smith,360,977
Mel Stottlemyre,360,978
Whit Wyatt,360,979
Manuel Corpas,359,980
Darryl Kile,359,981
Gary Peters,359,982
Lee Stange,359,983
Sammy Stewart,359,984
Todd Van Poppel,359,985
Hal Brown,358,986
Madison Bumgarner,358,987
Kevin Correia,358,988
Tom Hall,358,989
Heath Hembree,358,990
Trevor May,358,991
Dan Otero,358,992
Jesse Tannehill,358,993
Dustin Hermanson,357,994
Steve Karsay,357,995
Denny Lemaster,357,996
Jordan Lyles,357,997
Pat Malone,357,998
Hooks Wiltse,357,999
Brian Boehringer,356,1000
Alex Claudio,356,1001
Larry Dierker,356,1002
Marv Grissom,356,1003
Dave Heaverlo,356,1004
Ted Lilly,356,1005
Scott McGregor,356,1006
Jack Scott,356,1007
Al Smith,356,1008
